element,species,degeneracy,energy_ev
Tm,2,7,5.62
Tm,2,9,5.66
Tm,2,11,5.7
Tm,2,11,5.8
Tm,2,15,5.86
Tm,2,11,5.9
Tm,2,13,5.94
Tm,2,9,5.96
Tm,2,17,5.91
Tm,2,11,5.93
Tm,2,13,5.98
Tm,2,11,6.05
Tm,2,13,6.06
Tm,2,5,6.09
Tm,2,9,6.09
Tm,2,7,6.1
Tm,2,13,6.1
Tm,2,7,6.13
Tm,2,15,6.17
Tm,2,9,6.17
Tm,2,11,6.23
Tm,2,15,6.49
Tm,2,13,6.55
Tm,2,13,6.28
Tm,2,9,6.29
Tm,2,7,6.31
Tm,2,15,6.35
Tm,2,9,6.4
Tm,2,11,6.45
Tm,2,13,6.45
Tm,2,11,6.33
Tm,2,17,6.34
Tm,2,9,6.35
Tm,2,7,6.43
Tm,2,17,6.45
Tm,2,9,6.48
Tm,2,7,6.49
Tm,2,11,6.51
Tm,2,15,6.53
Tm,2,11,6.56
Tm,2,9,6.57
Tm,2,13,6.57
Tm,2,7,6.59
Tm,2,15,6.61
Tm,2,11,6.61
Tm,2,5,6.62
Tm,2,7,6.63
Tm,2,9,6.64
Tm,2,9,6.65
Tm,2,7,6.66
Tm,2,15,6.66
Tm,2,5,6.68
Tm,2,13,6.68
Tm,2,9,6.69
Tm,2,11,6.73
Tm,2,7,6.74
Tm,2,9,6.75
Tm,2,11,6.76
Tm,2,7,6.76
Tm,2,9,6.77
Tm,2,17,6.77
Tm,2,7,6.78
Tm,2,13,6.78
Tm,2,15,6.82
Tm,2,7,6.84
Tm,2,13,6.84
Tm,2,11,6.84
Tm,2,13,6.88
Tm,2,13,6.91
Tm,2,15,6.91
Tm,2,9,6.92
Tm,2,13,6.94
Tm,2,7,6.95
Tm,2,11,6.95
Tm,2,15,6.96
Tm,2,9,6.99
Tm,2,7,6.99
Tm,2,11,7.01
Tm,2,13,7.02
Tm,2,9,7.03
Tm,2,11,7.05
Tm,2,11,7.07
Tm,2,7,7.1
Tm,2,7,7.12
Tm,2,9,7.13
Tm,2,13,7.13
Tm,2,7,7.14
Tm,2,15,7.14
Tm,2,11,7.14
Tm,2,9,7.16
Tm,2,13,7.17
Tm,2,9,7.17
Tm,2,7,7.18
Tm,2,13,7.19
Tm,2,15,7.2
Tm,2,11,7.2
Tm,2,13,7.22
Tm,2,9,7.23
Tm,2,7,7.24
Tm,2,11,7.24
Tm,2,13,7.25
Tm,2,11,7.26
Tm,2,7,7.27
Tm,2,11,7.28
Tm,2,7,7.28
Tm,2,15,7.31
Tm,2,9,7.32
Tm,2,5,7.33
Tm,2,5,7.33
Tm,2,9,7.35
Tm,2,11,7.39
Tm,2,9,7.4
Tm,2,7,7.41
Tm,2,7,7.42
Tm,2,9,7.43
Tm,2,9,7.44
Tm,2,7,7.45
Tm,2,11,7.47
Tm,2,13,7.47
Tm,2,9,7.47
Tm,2,15,7.48
Tm,2,17,7.49
Tm,2,13,7.49
Tm,2,7,7.5
Tm,2,15,7.51
Tm,2,9,7.51
Tm,2,7,7.51
Tm,2,13,7.52
Tm,2,9,7.53
Tm,2,13,7.54
Tm,2,11,7.55
Tm,2,9,7.58
Tm,2,15,7.58
Tm,2,11,7.58
Tm,2,9,7.59
Tm,2,13,7.59
Tm,2,5,7.6
Tm,2,7,7.6
Tm,2,13,7.6
Tm,2,11,7.61
Tm,2,9,7.62
Tm,2,7,7.64
Tm,2,11,7.64
Tm,2,13,7.65
Tm,2,11,7.66
Tm,2,9,7.66
Tm,2,11,7.68
Tm,2,13,7.68
Tm,2,9,7.7
Tm,2,15,7.7
Tm,2,15,7.72
Tm,2,11,7.73
Tm,2,9,7.73
Tm,2,5,7.74
Tm,2,7,7.75
Tm,2,7,7.74
Tm,2,11,7.76
Tm,2,7,7.78
Tm,2,9,7.79
Tm,2,9,7.79
Tm,2,7,7.84
Tm,2,11,7.88
Tm,2,11,7.89
Tm,2,13,7.9
Tm,2,11,7.91
Tm,2,7,7.94
Tm,2,7,8.06
Tm,2,13,8.11
Tm,2,9,8.12
Tm,2,7,8.13
Tm,2,15,8.28
Tm,3,8,0
Tm,3,6,1.09
Tm,3,10,2.84
Tm,3,16,3.21
Tm,3,12,3.25
Tm,3,14,3.56
Tm,3,14,3.14
Tm,3,12,3.21
Tm,3,8,3.42
Tm,3,18,3.42
Tm,3,12,3.79
Tm,3,10,3.79
Tm,3,16,3.8
Tm,3,14,3.88
Tm,3,10,3.85
Tm,3,8,3.89
Tm,3,6,3.91
Tm,3,8,4
Tm,3,10,4.07
Tm,3,12,4.12
Tm,3,6,4.17
Tm,3,8,4.51
Tm,3,16,4.52
Tm,3,10,4.79
Tm,3,14,4.9
Tm,3,12,4.91
Tm,3,8,4.17
Tm,3,14,4.23
Tm,3,12,4.56
Tm,3,10,4.59
Tm,3,12,4.19
Tm,3,10,4.19
Tm,3,12,4.32
Tm,3,10,4.43
Tm,3,14,4.51
Tm,3,6,4.51
Tm,3,8,4.63
Tm,3,10,4.71
Tm,3,8,4.72
Tm,3,4,4.73
Tm,3,12,4.85
Tm,3,6,4.87
Tm,3,6,4.94
Tm,3,8,4.95
Tm,3,8,4.97
Tm,3,10,5.01
Tm,3,4,5.01
Tm,3,6,5.05
Tm,3,8,5.11
Tm,3,4,5.16
Tm,3,14,5.19
Tm,3,10,5.29
Tm,3,6,5.32
Tm,3,12,5.33
Tm,3,10,5.33
Tm,3,8,5.35
Tm,3,6,5.43
Tm,3,10,5.52
Tm,3,4,5.35
Tm,3,8,5.52
Tm,3,8,5.67
Tm,3,8,5.68
Tm,3,8,5.8
Tm,3,10,5.8
Tm,3,10,5.84
Tm,3,12,5.9
Tm,3,6,5.9
Tm,3,10,6.1
Tm,3,8,6.27
Tm,3,8,6.33
Tm,3,10,6.4
Tm,3,6,6.53
Tm,3,6,6.64
Tm,3,4,6.67
Tm,3,8,6.89
Tm,3,4,6.91
Tm,3,6,6.97
Tm,3,8,7.16
Tm,3,6,7.32
Tm,3,10,7.52
Tm,3,12,7.69
Tm,3,14,7.76
Tm,3,6,7.88
Tm,3,8,7.89
Tm,3,10,8.36
Tm,3,16,8.4
Tm,3,12,8.51
Tm,3,14,8.53
Tm,3,10,8.54
Tm,3,8,8.42
Tm,3,12,8.77
Tm,3,10,8.77
Tm,3,10,9.13
Tm,3,6,9.16
Tm,3,12,9.16
Tm,3,8,9.18
Tm,3,8,9.28
Tm,3,10,9.31
Tm,3,8,9.41
Tm,3,14,9.44
Tm,3,10,9.52
Tm,3,12,9.55
Tm,3,6,9.51
Tm,3,8,9.6
Tm,3,4,9.59
Tm,3,6,9.64
Tm,3,6,9.98
Tm,3,12,10
Tm,3,8,10.04
Tm,3,10,10.05
Tm,3,8,10.22
Tm,3,6,10.24
Tm,3,6,10.32
Tm,3,4,10.35
Tm,3,8,10.37
Tm,3,10,10.36
Tm,3,8,10.42
Tm,3,6,11.04
Tm,3,8,11.08
Tm,3,10,11.12
U,1,13,0
U,1,13,6.19
U,2,10,0
U,2,10,11.6
U,3,9,0
U,3,9,19.8
V,1,4,0
V,1,6,0.02
V,1,8,0.04
V,1,10,0.07
V,1,2,0.26
V,1,4,0.27
V,1,6,0.28
V,1,8,0.29
V,1,10,0.3
V,1,2,1.04
V,1,4,1.05
V,1,6,1.06
V,1,8,1.08
V,1,2,1.18
V,1,4,1.19
V,1,6,1.22
V,1,8,1.35
V,1,10,1.38
V,1,4,1.71
V,1,2,1.71
V,1,4,1.8
V,1,6,1.8
V,1,8,1.85
V,1,10,1.85
V,1,12,1.86
V,1,14,1.87
V,1,2,1.87
V,1,4,1.89
V,1,6,1.93
V,1,10,1.87
V,1,12,1.89
V,1,4,1.94
V,1,6,1.95
V,1,8,1.95
V,1,10,1.96
V,1,4,2.03
V,1,6,2.04
V,1,8,2.05
V,1,10,2.07
V,1,12,2.1
V,1,14,2.12
V,1,6,2.11
V,1,8,2.12
V,1,10,2.13
V,1,12,2.14
V,1,2,2.24
V,1,4,2.25
V,1,6,2.26
V,1,8,2.27
V,1,10,2.29
V,1,2,2.25
V,1,4,2.25
V,1,6,2.26
V,1,8,2.28
V,1,10,2.3
V,1,12,2.32
V,1,2,2.33
V,1,4,2.38
V,1,10,2.36
V,1,12,2.37
V,1,6,2.36
V,1,8,2.37
V,1,6,2.5
V,1,2,2.55
V,1,4,2.56
V,1,6,2.58
V,1,8,2.61
V,1,8,2.57
V,1,6,2.58
V,1,4,2.58
V,1,2,2.58
V,1,8,2.62
V,1,10,2.64
V,1,10,2.68
V,1,8,2.68
V,1,6,2.71
V,1,8,2.72
V,1,10,2.74
V,1,12,2.77
V,1,14,2.79
V,1,12,2.79
V,1,4,2.86
V,1,6,2.88
V,1,8,2.9
V,1,10,2.92
V,1,4,2.93
V,1,6,2.97
V,1,6,3.05
V,1,4,3.06
V,1,4,3.06
V,1,6,3.07
V,1,8,3.08
V,1,2,3.07
V,1,4,3.09
V,1,6,3.12
V,1,8,3.07
V,1,6,3.08
V,1,2,3.07
V,1,4,3.08
V,1,6,3.09
V,1,8,3.1
V,1,10,3.11
V,1,12,3.13
V,1,4,3.21
V,1,6,3.22
V,1,8,3.24
V,1,10,3.24
V,1,8,3.23
V,1,10,3.27
V,1,2,3.25
V,1,4,3.25
V,1,6,3.27
V,1,8,3.28
V,1,6,3.25
V,1,4,3.25
V,1,2,3.27
V,1,4,3.28
V,1,6,3.29
V,1,8,3.3
V,1,10,3.32
V,1,6,3.37
V,1,8,3.41
V,1,2,3.51
V,1,4,3.52
V,1,6,3.53
V,1,8,3.55
V,1,10,3.57
V,1,4,3.62
V,1,6,3.63
V,1,8,3.65
V,1,2,3.72
V,1,4,3.73
V,1,6,3.73
V,1,6,3.8
V,1,8,3.81
V,1,10,3.82
V,1,12,3.83
V,1,6,3.82
V,1,4,3.87
V,1,6,3.87
V,1,8,3.88
V,1,10,3.88
V,1,4,3.88
V,1,10,3.89
V,1,6,3.89
V,1,8,3.89
V,1,6,3.89
V,1,8,3.91
V,1,10,3.93
V,1,12,3.96
V,1,6,3.92
V,1,4,3.93
V,1,2,3.94
V,1,2,3.94
V,1,2,3.96
V,1,2,4.01
V,1,4,4.02
V,1,6,4.05
V,1,8,4.08
V,1,6,4.01
V,1,8,4.01
V,1,10,4.02
V,1,12,4.02
V,1,8,4.05
V,1,10,4.07
V,1,12,4.08
V,1,14,4.09
V,1,2,4.06
V,1,4,4.06
V,1,4,4.06
V,1,6,4.07
V,1,8,4.09
V,1,10,4.11
V,1,10,4.13
V,1,8,4.14
V,1,6,4.13
V,1,4,4.14
V,1,2,4.15
V,1,8,4.15
V,1,6,4.16
V,1,10,4.17
V,1,12,4.18
V,1,2,4.21
V,1,4,4.21
V,1,6,4.22
V,1,8,4.23
V,1,4,4.22
V,1,6,4.24
V,1,2,4.26
V,1,4,4.26
V,1,6,4.26
V,1,8,4.26
V,1,8,4.26
V,1,4,4.27
V,1,6,4.28
V,1,10,4.28
V,1,2,4.27
V,1,4,4.28
V,1,6,4.29
V,1,8,4.31
V,1,6,4.33
V,1,8,4.33
V,1,2,4.34
V,1,4,4.35
V,1,6,4.37
V,1,8,4.39
V,1,4,4.51
V,1,8,4.52
V,1,10,4.53
V,1,2,4.52
V,1,4,4.54
V,1,6,4.54
V,1,2,4.55
V,1,4,4.56
V,1,6,4.55
V,1,4,4.56
V,1,6,4.56
V,1,8,4.58
V,1,8,4.57
V,1,6,4.57
V,1,10,4.57
V,1,12,4.58
V,1,4,4.59
V,1,6,4.59
V,1,8,4.59
V,1,10,4.6
V,1,2,4.6
V,1,4,4.61
V,1,6,4.62
V,1,8,4.63
V,1,10,4.64
V,1,8,4.61
V,1,10,4.63
V,1,10,4.61
V,1,12,4.61
V,1,10,4.62
V,1,12,4.63
V,1,14,4.64
V,1,16,4.65
V,1,6,4.63
V,1,8,4.65
V,1,2,4.63
V,1,4,4.64
V,1,6,4.65
V,1,8,4.66
V,1,10,4.68
V,1,12,4.7
V,1,4,4.64
V,1,6,4.68
V,1,6,4.65
V,1,8,4.66
V,1,10,4.67
V,1,12,4.68
V,1,12,4.65
V,1,14,4.66
V,1,2,4.68
V,1,4,4.69
V,1,6,4.71
V,1,8,4.73
V,1,2,4.7
V,1,4,4.71
V,1,6,4.72
V,1,8,4.74
V,1,10,4.73
V,1,12,4.74
V,1,8,4.74
V,1,10,4.75
V,1,12,4.76
V,1,14,4.77
V,1,10,4.78
V,1,8,4.79
V,1,12,4.84
V,1,14,4.85
V,1,4,4.85
V,1,6,4.87
V,1,8,4.88
V,1,10,4.91
V,1,2,4.86
V,1,4,4.87
V,1,6,4.89
V,1,4,4.87
V,1,6,4.87
V,1,8,4.88
V,1,10,4.88
V,1,4,4.94
V,1,2,4.94
V,1,4,4.95
V,1,6,4.96
V,1,8,4.97
V,1,4,4.95
V,1,6,4.97
V,1,6,4.95
V,1,8,4.96
V,1,10,4.96
V,1,12,4.97
V,1,8,5
V,1,10,5.01
V,1,12,5.02
V,1,14,5.03
V,1,6,5
V,1,8,5.03
V,1,4,5.01
V,1,6,5.03
V,1,2,5.02
V,1,4,5.05
V,1,4,5.13
V,1,6,5.14
V,1,8,5.14
V,1,10,5.16
V,1,8,5.14
V,1,10,5.15
V,1,10,5.15
V,1,12,5.17
V,1,6,5.16
V,1,8,5.18
V,1,10,5.19
V,1,12,5.2
V,1,2,5.18
V,1,4,5.19
V,1,6,5.21
V,1,2,5.2
V,1,4,5.21
V,1,6,5.22
V,1,8,5.24
V,1,6,5.2
V,1,8,5.21
V,1,4,5.21
V,1,6,5.22
V,1,8,5.22
V,1,10,5.23
V,1,12,5.24
V,1,14,5.25
V,1,4,5.21
V,1,6,5.22
V,1,8,5.23
V,1,10,5.22
V,1,12,5.23
V,1,2,5.22
V,1,4,5.22
V,1,6,5.23
V,1,8,5.24
V,1,10,5.25
V,1,12,5.26
V,1,2,5.24
V,1,4,5.24
V,1,6,5.25
V,1,8,5.25
V,1,10,5.27
V,1,12,5.28
V,1,2,5.24
V,1,4,5.25
V,1,6,5.26
V,1,8,5.26
V,1,10,5.28
V,1,4,5.25
V,1,2,5.27
V,1,2,5.25
V,1,4,5.26
V,1,2,5.26
V,1,6,5.27
V,1,8,5.28
V,1,10,5.3
V,1,4,5.27
V,1,6,5.28
V,1,8,5.29
V,1,4,5.33
V,1,4,5.33
V,1,6,5.34
V,1,8,5.35
V,1,10,5.36
V,1,2,5.36
V,1,4,5.37
V,1,6,5.38
V,1,8,5.4
V,1,4,5.37
V,1,6,5.38
V,1,8,5.39
V,1,10,5.41
V,1,12,5.42
V,1,14,5.44
V,1,2,5.39
V,1,4,5.39
V,1,6,5.4
V,1,2,5.4
V,1,4,5.42
V,1,6,5.43
V,1,8,5.44
V,1,2,5.41
V,1,4,5.41
V,1,6,5.42
V,1,8,5.44
V,1,10,5.45
V,1,12,5.48
V,1,6,5.41
V,1,8,5.42
V,1,10,5.43
V,1,12,5.44
V,1,14,5.46
V,1,16,5.48
V,1,2,5.42
V,1,4,5.43
V,1,6,5.44
V,1,8,5.46
V,1,10,5.48
V,1,4,5.42
V,1,6,5.44
V,1,8,5.47
V,1,4,5.43
V,1,6,5.44
V,1,8,5.44
V,1,10,5.46
V,1,12,5.47
V,1,14,5.5
V,1,2,5.44
V,1,4,5.44
V,1,6,5.45
V,1,8,5.47
V,1,10,5.48
V,1,12,5.5
V,1,8,5.44
V,1,6,5.44
V,1,8,5.44
V,1,10,5.46
V,1,12,5.48
V,1,14,5.5
V,1,2,5.44
V,1,4,5.47
V,1,6,5.49
V,1,6,5.45
V,1,8,5.46
V,1,4,5.46
V,1,6,5.46
V,1,8,5.47
V,1,10,5.48
V,1,10,5.47
V,1,12,5.48
V,1,6,5.48
V,1,4,5.49
V,1,8,5.5
V,1,10,5.52
V,1,6,5.49
V,1,8,5.51
V,1,10,5.52
V,1,12,5.55
V,1,14,5.51
V,1,12,5.51
V,1,10,5.51
V,1,8,5.52
V,1,2,5.52
V,1,4,5.52
V,1,6,5.53
V,1,8,5.54
V,1,4,5.52
V,1,6,5.54
V,1,8,5.55
V,1,10,5.56
V,1,2,5.55
V,1,4,5.56
V,1,6,5.57
V,1,8,5.58
V,1,10,5.6
V,1,6,5.58
V,1,8,5.59
V,1,10,5.6
V,1,12,5.62
V,1,4,5.59
V,1,6,5.59
V,1,8,5.6
V,1,10,5.61
V,1,2,5.6
V,1,8,5.6
V,1,6,5.6
V,1,4,5.61
V,1,4,5.61
V,1,10,5.62
V,1,4,5.65
V,1,4,5.66
V,1,6,5.66
V,1,8,5.67
V,1,10,5.69
V,1,6,5.66
V,1,2,5.67
V,1,4,5.67
V,1,6,5.68
V,1,8,5.7
V,1,2,5.67
V,1,4,5.68
V,1,6,5.69
V,1,8,5.7
V,1,10,5.71
V,1,4,5.7
V,1,6,5.71
V,1,8,5.73
V,1,6,5.71
V,1,8,5.72
V,1,10,5.73
V,1,12,5.75
V,1,8,5.77
V,1,6,5.78
V,1,4,5.79
V,1,2,5.81
V,1,4,5.81
V,1,6,5.81
V,1,6,5.83
V,1,8,5.85
V,1,2,5.84
V,1,4,5.88
V,1,4,5.88
V,1,6,5.89
V,1,10,5.9
V,1,12,5.91
V,1,8,5.92
V,1,4,5.93
V,1,6,5.94
V,1,8,5.97
V,1,10,5.99
V,1,10,5.94
V,1,8,5.95
V,1,10,5.97
V,1,2,6.06
V,1,2,6.1
V,1,4,6.11
V,1,6,6.13
V,1,8,6.15
V,1,2,6.14
V,1,4,6.14
V,1,6,6.15
V,1,6,6.16
V,1,4,6.16
V,1,8,6.16
V,1,8,6.17
V,1,10,6.18
V,1,12,6.19
V,1,14,6.21
V,1,16,6.24
V,1,10,6.18
V,1,10,6.19
V,1,12,6.21
V,1,12,6.2
V,1,14,6.21
V,1,8,6.23
V,1,10,6.25
V,1,6,6.25
V,1,8,6.27
V,1,4,6.27
V,1,10,6.31
V,1,8,6.54
V,1,10,6.56
V,1,4,7.14
V,2,1,0
V,2,3,0
V,2,5,0.01
V,2,7,0.03
V,2,9,0.04
V,2,3,0.32
V,2,5,0.33
V,2,7,0.35
V,2,9,0.37
V,2,11,0.39
V,2,5,1.07
V,2,7,1.1
V,2,9,1.13
V,2,1,1.4
V,2,3,1.43
V,2,5,1.48
V,2,9,1.56
V,2,11,1.56
V,2,13,1.58
V,2,5,1.67
V,2,7,1.68
V,2,9,1.69
V,2,3,1.68
V,2,5,1.69
V,2,7,1.7
V,2,7,1.79
V,2,9,1.8
V,2,11,1.82
V,2,7,2.03
V,2,9,2.04
V,2,11,2.05
V,2,9,2.22
V,2,3,2.27
V,2,5,2.27
V,2,7,2.28
V,2,9,2.37
V,2,5,2.37
V,2,1,2.38
V,2,3,2.38
V,2,13,2.38
V,2,1,2.47
V,2,3,2.49
V,2,1,2.5
V,2,5,2.52
V,2,9,2.51
V,2,11,2.51
V,2,13,2.52
V,2,3,2.54
V,2,5,2.56
V,2,7,2.56
V,2,5,2.6
V,2,3,2.76
V,2,11,2.9
V,2,5,3.12
V,2,7,3.33
V,2,5,3.75
V,2,7,3.76
V,2,9,3.76
V,2,9,3.8
V,2,7,3.8
V,2,5,3.8
V,2,5,3.97
V,2,3,4
V,2,1,4.02
V,2,7,4.24
V,2,5,4.29
V,2,7,4.31
V,2,9,4.33
V,2,11,4.36
V,2,13,4.4
V,2,9,4.52
V,2,3,4.52
V,2,5,4.59
V,2,7,4.61
V,2,5,4.55
V,2,7,4.58
V,2,3,4.58
V,2,9,4.61
V,2,11,4.63
V,2,1,4.61
V,2,3,4.62
V,2,5,4.63
V,2,7,4.65
V,2,9,4.65
V,2,5,4.7
V,2,7,4.74
V,2,9,4.78
V,2,7,4.86
V,2,9,4.89
V,2,11,4.91
V,2,5,4.96
V,2,7,4.98
V,2,9,5.01
V,2,7,5.47
V,2,5,5.48
V,2,3,5.48
V,2,5,5.54
V,2,1,5.78
V,2,3,5.79
V,2,5,5.84
V,2,7,5.85
V,2,9,5.88
V,2,5,5.8
V,2,1,5.83
V,2,3,5.84
V,2,3,5.8
V,2,5,5.81
V,2,7,5.83
V,2,9,5.83
V,2,11,5.86
V,2,13,5.9
V,2,5,5.87
V,2,1,5.98
V,2,7,6.02
V,2,9,6.04
V,2,11,6.06
V,2,1,6.06
V,2,3,6.07
V,2,5,6.1
V,2,5,6.1
V,2,7,6.1
V,2,9,6.11
V,2,7,6.15
V,2,11,6.15
V,2,9,6.16
V,2,5,6.17
V,2,5,6.19
V,2,3,6.26
V,2,5,6.3
V,2,7,6.33
V,2,1,6.28
V,2,3,6.29
V,2,5,6.34
V,2,5,6.32
V,2,9,6.46
V,2,11,6.47
V,2,13,6.48
V,2,3,6.47
V,2,5,6.48
V,2,7,6.5
V,2,9,6.53
V,2,3,6.52
V,2,5,6.53
V,2,7,6.54
V,2,3,6.55
V,2,11,6.56
V,2,13,6.58
V,2,15,6.61
V,2,9,6.65
V,2,3,6.66
V,2,5,6.68
V,2,7,6.69
V,2,9,6.71
V,2,5,6.78
V,2,3,6.78
V,2,1,6.8
V,2,7,6.84
V,2,11,6.84
V,2,9,6.86
V,2,7,6.86
V,2,13,6.87
V,2,11,6.88
V,2,3,6.9
V,2,3,6.96
V,2,5,7.11
V,2,5,7.7
V,2,7,7.7
V,2,9,7.71
V,2,5,7.72
V,2,7,7.74
V,2,9,7.77
V,2,11,7.81
V,2,13,7.86
V,2,3,7.88
V,2,5,7.89
V,2,7,7.91
V,2,9,7.94
V,2,11,7.97
V,2,7,7.94
V,2,9,7.95
V,2,11,7.96
V,2,5,8.01
V,2,7,8.01
V,2,5,8.03
V,2,3,8.05
V,2,1,8.16
V,2,3,8.16
V,2,5,8.17
V,2,7,8.18
V,2,9,8.2
V,2,9,8.16
V,2,7,8.22
V,2,5,8.4
V,2,7,8.42
V,2,9,8.45
V,2,3,8.53
V,2,5,8.53
V,2,7,8.55
V,2,3,8.57
V,2,5,8.58
V,2,7,8.6
V,2,9,8.62
V,2,11,8.64
V,2,7,8.63
V,2,9,8.67
V,2,11,8.71
V,2,5,8.73
V,2,7,8.76
V,2,9,8.79
V,2,5,8.79
V,2,7,8.79
V,2,7,8.98
V,2,9,9
V,2,11,9.01
V,2,13,9.03
V,2,15,9.05
V,2,3,8.99
V,2,5,9.01
V,2,7,9.04
V,2,3,9.03
V,2,5,9.05
V,2,7,9.07
V,2,9,9.09
V,2,11,9.1
V,2,5,9.04
V,2,7,9.04
V,2,9,9.06
V,2,11,9.08
V,2,13,9.11
V,2,3,9.07
V,2,5,9.09
V,2,7,9.12
V,2,3,9.26
V,2,1,9.29
V,2,3,9.31
V,2,5,9.34
V,2,9,9.32
V,2,11,9.34
V,2,13,9.37
V,2,3,9.33
V,2,5,9.35
V,2,7,9.37
V,2,9,9.4
V,2,7,9.35
V,2,9,9.38
V,2,11,9.4
V,2,3,9.39
V,2,5,9.39
V,2,7,9.4
V,2,5,9.4
V,2,7,9.42
V,2,9,9.44
V,2,1,9.4
V,2,5,9.45
V,2,7,9.47
V,2,9,9.5
V,2,5,9.45
V,2,3,9.48
V,2,1,9.49
V,2,1,9.46
V,2,3,9.46
V,2,5,9.47
V,2,7,9.49
V,2,9,9.51
V,2,3,9.62
V,2,5,9.63
V,2,5,9.62
V,2,7,9.63
V,2,7,9.65
V,2,3,9.65
V,2,5,9.67
V,2,7,9.71
V,2,5,9.65
V,2,9,9.67
V,2,5,9.72
V,2,3,9.74
V,2,1,9.75
V,2,3,9.83
V,2,5,9.85
V,2,7,9.88
V,2,7,9.84
V,2,5,9.9
V,2,7,9.93
V,2,9,9.96
V,2,7,9.9
V,2,9,9.92
V,2,11,9.94
V,2,7,9.98
V,2,9,9.99
V,2,11,10.01
V,2,3,9.99
V,2,5,10
V,2,7,10.02
V,2,7,10.08
V,2,9,10.09
V,2,11,10.1
V,2,1,10.13
V,2,3,10.13
V,2,5,10.16
V,2,9,10.17
V,2,3,10.21
V,2,3,10.23
V,2,5,10.24
V,2,7,10.26
V,2,9,10.41
V,2,11,10.43
V,2,13,10.46
V,2,3,10.46
V,2,7,10.46
V,2,9,10.5
V,2,11,10.54
V,2,5,10.47
V,2,7,10.47
V,2,7,10.49
V,2,11,10.51
V,2,13,10.52
V,2,15,10.54
V,2,1,10.52
V,2,3,10.53
V,2,5,10.55
V,2,11,10.53
V,2,7,10.54
V,2,5,10.54
V,2,3,10.55
V,2,9,10.55
V,2,7,10.55
V,2,11,10.56
V,2,5,10.55
V,2,7,10.59
V,2,9,10.62
V,2,9,10.56
V,2,11,10.58
V,2,13,10.59
V,2,5,10.62
V,2,5,10.66
V,2,7,10.68
V,2,9,10.69
V,2,9,10.67
V,2,11,10.67
V,2,13,10.69
V,2,3,10.67
V,2,5,10.7
V,2,7,10.74
V,2,13,10.72
V,2,11,10.76
V,2,3,10.81
V,2,5,10.81
V,2,1,10.82
V,2,9,10.84
V,2,9,10.88
V,2,7,10.9
V,2,5,10.92
V,2,11,11.03
V,2,13,11.04
V,2,15,11.04
V,2,11,11.04
V,2,9,11.18
V,2,11,11.19
V,2,7,11.19
V,2,5,11.19
V,2,7,11.19
V,2,9,11.2
V,2,13,11.2
V,2,11,11.21
V,2,3,11.2
V,2,1,11.21
V,2,3,11.21
V,2,5,11.21
V,2,7,11.21
V,2,7,11.21
V,2,9,11.21
V,2,11,11.21
V,2,9,11.22
V,2,5,11.22
V,2,3,11.24
V,2,15,11.22
V,2,13,11.23
V,2,7,11.22
V,2,9,11.23
V,2,3,11.23
V,2,1,11.23
V,2,5,11.23
V,2,13,11.23
V,2,11,11.24
V,2,5,11.23
V,2,7,11.25
V,2,7,11.23
V,2,9,11.23
V,2,11,11.24
V,2,9,11.24
V,2,17,11.25
V,2,15,11.26
V,2,5,11.26
V,2,7,11.26
V,2,9,11.26
V,2,7,11.26
V,2,15,11.26
V,2,13,11.27
V,2,13,11.27
V,2,11,11.27
V,2,11,11.27
V,2,9,11.27
V,2,5,11.31
V,2,7,11.34
V,2,9,11.37
V,2,7,11.63
V,2,13,11.66
V,3,4,0
V,3,6,0.02
V,3,8,0.04
V,3,10,0.07
V,3,2,1.43
V,3,4,1.44
V,3,6,1.46
V,3,8,1.48
V,3,10,1.51
V,3,4,1.93
V,3,2,1.93
V,3,4,2.02
V,3,6,2.03
V,3,10,2.08
V,3,12,2.1
V,3,8,3.44
V,3,6,3.45
V,3,6,5.24
V,3,4,5.25
V,3,4,5.45
V,3,6,5.47
V,3,8,5.5
V,3,10,5.54
V,3,6,6.12
V,3,8,6.18
V,3,6,6.96
V,3,4,6.97
V,3,2,7.01
V,3,4,7.03
V,3,6,7.06
V,3,2,7.63
V,3,4,7.66
V,3,10,7.85
V,3,8,7.85
V,3,6,10.6
V,3,8,10.65
V,3,10,10.7
V,3,12,10.76
V,3,2,10.7
V,3,4,10.75
V,3,6,10.78
V,3,8,10.81
V,3,10,10.85
V,3,6,10.9
V,3,8,10.95
V,3,4,10.98
V,3,6,11.09
V,3,6,11.03
V,3,2,11.04
V,3,4,11.06
V,3,8,11.09
V,3,8,11.37
V,3,10,11.41
V,3,2,11.74
V,3,4,12.09
V,3,4,12.16
V,3,2,12.2
V,3,6,12.2
V,3,8,12.25
V,3,2,12.28
V,3,4,12.3
V,3,6,12.33
V,3,8,12.39
V,3,4,12.34
V,3,6,12.37
V,3,2,12.6
V,3,4,12.62
V,3,6,12.66
V,3,8,12.77
V,3,10,12.77
V,3,6,13.05
V,3,4,13.06
V,3,10,13.2
V,3,12,13.25
V,3,2,13.27
V,3,4,13.29
V,3,8,13.62
V,3,6,13.66
V,3,2,16.04
V,3,4,16.12
V,3,6,17.45
V,3,8,17.47
V,3,10,17.5
V,3,12,17.53
V,3,6,17.51
V,3,8,17.54
V,3,8,17.52
V,3,10,17.54
V,3,12,17.57
V,3,14,17.6
